account_number,customer_id,account_type,open_date,balance,status
ACC-00371,CUST-0262,Checking,2022-04-10,1000.0,DORMANT
ACC-00372,CUST-0263,Savings,2026-04-22,6854.0,ACTIVE
ACC-00373,CUST-0264,Credit Card,2022-01-05,4435.0,ACTIVE
ACC-00374,CUST-0264,Checking,2018-07-07,49726.0,ACTIVE
ACC-00375,CUST-0265,Checking,2020-06-05,4442.0,ACTIVE
ACC-00376,CUST-0265,Checking,2021-06-12,4719700.0,ACTIVE
ACC-00377,CUST-0266,Credit Card,2022-11-29,30916.0,ACTIVE
ACC-00378,CUST-0267,Savings,2023-01-26,1534.0,ACTIVE
ACC-00379,CUST-0268,Credit Card,2019-10-11,6614.0,ACTIVE
ACC-00380,CUST-0268,Checking,2021-07-23,59497.0,ACTIVE
ACC-00381,CUST-0269,Checking,2025-09-01,8646.0,ACTIVE
ACC-00382,CUST-0270,Checking,2020-04-09,4865.0,ACTIVE
ACC-00383,CUST-0271,Checking,2022-09-25,3482.0,ACTIVE
ACC-00384,CUST-0272,Savings,2018-10-08,5267.0,ACTIVE
ACC-00385,CUST-0272,Checking,2022-07-17,6212.0,ACTIVE
ACC-00386,CUST-0272,Savings,2025-05-09,2264.0,ACTIVE
ACC-00387,CUST-0273,Credit Card,2023-12-17,4810.0,ACTIVE
ACC-00388,CUST-0274,Checking,2025-03-01,4643.0,ACTIVE
ACC-00389,CUST-0274,Credit Card,2019-03-30,9958.0,ACTIVE
ACC-00390,CUST-0275,Checking,2021-08-05,7498.0,ACTIVE
ACC-00391,CUST-0275,Credit Card,2026-01-13,1765.0,ACTIVE
ACC-00392,CUST-0276,Savings,2020-05-24,2163.0,ACTIVE
ACC-00393,CUST-0277,Credit Card,2023-12-24,1546.0,ACTIVE
ACC-00394,CUST-0277,Checking,2023-04-16,3277.0,ACTIVE
ACC-00395,CUST-0278,Checking,2023-09-05,5888.0,ACTIVE
ACC-00396,CUST-0278,Savings,2026-07-05,7735.0,ACTIVE
ACC-00397,CUST-0278,Checking,2021-08-05,6809.0,DORMANT
ACC-00398,CUST-0279,Savings,2025-08-23,33691.0,ACTIVE
ACC-00399,CUST-0280,Savings,2024-08-28,4204.0,ACTIVE
ACC-00400,CUST-0280,Checking,2025-05-26,32431.0,ACTIVE
ACC-00401,CUST-0281,Credit Card,2018-11-24,391.0,ACTIVE
ACC-00402,CUST-0282,Checking,2026-05-27,53750.0,ACTIVE
ACC-00403,CUST-0283,Credit Card,2023-09-29,82271.0,ACTIVE
ACC-00404,CUST-0284,Savings,2022-08-15,96935.0,ACTIVE
ACC-00405,CUST-0285,Credit Card,2022-12-04,9067.0,ACTIVE
ACC-00406,CUST-0285,Savings,2018-07-18,8015.0,ACTIVE
ACC-00407,CUST-0286,Checking,2022-10-05,537.0,ACTIVE
ACC-00408,CUST-0286,Credit Card,2018-11-30,5385.0,ACTIVE
ACC-00409,CUST-0286,Credit Card,2025-03-18,7167.0,ACTIVE
ACC-00410,CUST-0287,Checking,2026-07-11,1451.0,DORMANT
ACC-00411,CUST-0287,Savings,2026-07-23,336.0,ACTIVE
ACC-00412,CUST-0287,Checking,2026-07-17,2868992.0,ACTIVE
ACC-00413,CUST-0288,Savings,2020-03-11,5407.0,ACTIVE
ACC-00414,CUST-0289,Credit Card,2023-06-26,903.0,ACTIVE
ACC-00415,CUST-0290,Savings,2023-09-22,5466.0,ACTIVE
ACC-00416,CUST-0291,Checking,2021-02-19,37857.0,ACTIVE
ACC-00417,CUST-0292,Savings,2020-10-11,4274882.0,ACTIVE
ACC-00418,CUST-0292,Checking,2025-02-25,1631.0,ACTIVE
ACC-00419,CUST-0293,Checking,2022-12-23,8168.0,ACTIVE
ACC-00420,CUST-0294,Savings,2020-06-07,62297.0,ACTIVE
ACC-00421,CUST-0294,Credit Card,2023-05-30,23075.0,ACTIVE
ACC-00422,CUST-0295,Credit Card,2024-02-02,6734.0,ACTIVE
ACC-00423,CUST-0296,Checking,2024-10-04,9538.0,ACTIVE
ACC-00424,CUST-0297,Checking,2023-10-20,6868.0,ACTIVE
ACC-00425,CUST-0298,Savings,2021-04-23,1177512.0,ACTIVE
ACC-00426,CUST-0299,Savings,2018-07-15,3787.0,ACTIVE
ACC-00427,CUST-0300,Checking,2025-06-07,6983.0,ACTIVE
ACC-00428,CUST-0300,Checking,2024-11-13,4227.0,ACTIVE
ACC-00429,CUST-0301,Checking,2024-05-28,5684.0,ACTIVE
ACC-00430,CUST-0302,Credit Card,2023-04-22,44357.0,ACTIVE
ACC-00431,CUST-0303,Credit Card,2026-05-15,2607520.0,DORMANT
ACC-00432,CUST-0304,Credit Card,2019-01-02,1051.0,ACTIVE
ACC-00433,CUST-0305,Savings,2019-07-24,8795.0,ACTIVE
ACC-00434,CUST-0306,Checking,2021-11-21,8478.0,ACTIVE
ACC-00435,CUST-0307,Credit Card,2023-05-22,2665.0,ACTIVE
ACC-00436,CUST-0308,Credit Card,2022-11-06,6003.0,ACTIVE
ACC-00437,CUST-0309,Checking,2019-12-17,4131.0,ACTIVE
ACC-00438,CUST-0309,Savings,2025-04-12,7527.0,ACTIVE
ACC-00439,CUST-0310,Checking,2019-08-20,9788.0,ACTIVE
ACC-00440,CUST-0310,Savings,2018-10-22,5005.0,ACTIVE
ACC-00441,CUST-0311,Credit Card,2019-05-15,9020.0,ACTIVE
ACC-00442,CUST-0312,Credit Card,2020-01-30,4662.0,ACTIVE
ACC-00443,CUST-0313,Credit Card,2021-08-11,9866.0,ACTIVE
ACC-00444,CUST-0314,Credit Card,2020-09-12,1828.0,ACTIVE
ACC-00445,CUST-0315,Credit Card,2026-03-19,2949.0,ACTIVE
ACC-00446,CUST-0315,Savings,2018-12-01,9819.0,ACTIVE
ACC-00447,CUST-0316,Credit Card,2022-09-16,3697.0,ACTIVE
ACC-00448,CUST-0317,Savings,2022-04-23,2719784.0,ACTIVE
ACC-00449,CUST-0318,Checking,2020-12-13,64340.0,ACTIVE
ACC-00450,CUST-0319,Savings,2019-06-06,1546.0,ACTIVE
ACC-00451,CUST-0320,Credit Card,2021-02-28,29623.0,ACTIVE
ACC-00452,CUST-0320,Credit Card,2025-06-14,43901.0,ACTIVE
ACC-00453,CUST-0321,Credit Card,2021-07-30,451.0,ACTIVE
ACC-00454,CUST-0321,Credit Card,2024-09-30,1240.0,ACTIVE
ACC-00455,CUST-0322,Checking,2020-09-27,9509.0,ACTIVE
ACC-00456,CUST-0323,Checking,2019-07-30,44987.0,ACTIVE
ACC-00457,CUST-0324,Credit Card,2019-04-20,8225.0,ACTIVE
ACC-00458,CUST-0325,Checking,2020-10-04,84948.0,ACTIVE
ACC-00459,CUST-0325,Credit Card,2022-02-07,17827.0,ACTIVE
ACC-00460,CUST-0326,Checking,2020-06-26,6843.0,ACTIVE
ACC-00461,CUST-0327,Checking,2019-04-30,1241376.0,ACTIVE
ACC-00462,CUST-0327,Savings,2019-06-02,1018.0,DORMANT
ACC-00463,CUST-0328,Credit Card,2019-01-13,3318877.0,ACTIVE
ACC-00464,CUST-0329,Savings,2022-07-18,7032.0,ACTIVE
ACC-00465,CUST-0330,Credit Card,2023-11-26,6670.0,ACTIVE
ACC-00466,CUST-0331,Checking,2025-04-23,1108.0,ACTIVE
ACC-00467,CUST-0332,Checking,2022-10-01,8455.0,ACTIVE
ACC-00468,CUST-0333,Savings,2019-04-11,87602.0,ACTIVE
ACC-00469,CUST-0333,Savings,2025-06-27,9085.0,ACTIVE
ACC-00470,CUST-0334,Savings,2019-04-17,49229.0,ACTIVE
ACC-00471,CUST-0335,Checking,2022-12-08,2129.0,ACTIVE
ACC-00472,CUST-0336,Checking,2026-07-08,4266234.0,DORMANT
ACC-00473,CUST-0336,Credit Card,2020-10-30,7841.0,ACTIVE
ACC-00474,CUST-0336,Credit Card,2025-05-01,2012.0,ACTIVE
ACC-00475,CUST-0336,Savings,2022-11-07,35141.0,DORMANT
ACC-00476,CUST-0337,Checking,2026-05-18,54276.0,ACTIVE
ACC-00477,CUST-0337,Savings,2024-08-04,2047.0,ACTIVE
ACC-00478,CUST-0338,Savings,2022-05-04,9847.0,ACTIVE
ACC-00479,CUST-0339,Checking,2025-03-26,7504.0,ACTIVE
ACC-00480,CUST-0340,Checking,2023-10-23,5292.0,ACTIVE
ACC-00481,CUST-0341,Checking,2024-02-19,6455.0,ACTIVE
ACC-00482,CUST-0342,Checking,2024-09-29,8346.0,ACTIVE
ACC-00483,CUST-0343,Credit Card,2025-01-16,160590.0,ACTIVE
ACC-00484,CUST-0343,Checking,2022-10-19,669.0,ACTIVE
ACC-00485,CUST-0344,Checking,2018-09-29,98995.0,ACTIVE
ACC-00486,CUST-0344,Credit Card,2020-11-14,4224.0,ACTIVE
ACC-00487,CUST-0345,Checking,2021-02-21,9448.0,ACTIVE
ACC-00488,CUST-0346,Credit Card,2025-04-07,3292.0,ACTIVE
ACC-00489,CUST-0347,Checking,2024-02-26,5368.0,ACTIVE
ACC-00490,CUST-0348,Credit Card,2018-06-08,9332.0,ACTIVE
ACC-00491,CUST-0349,Credit Card,2025-04-07,6371.0,ACTIVE
ACC-00492,CUST-0349,Savings,2020-02-09,2000.0,ACTIVE
ACC-00493,CUST-0350,Savings,2024-05-13,8590.0,ACTIVE
ACC-00494,CUST-0351,Savings,2019-10-27,4297.0,ACTIVE
ACC-00495,CUST-0351,Savings,2025-12-06,2850228.0,ACTIVE
ACC-00496,CUST-0352,Checking,2022-12-05,5810.0,ACTIVE
ACC-00497,CUST-0352,Credit Card,2023-02-01,3342.0,ACTIVE
ACC-00498,CUST-0353,Checking,2024-04-14,9562.0,DORMANT
ACC-00499,CUST-0353,Savings,2022-01-20,3012.0,DORMANT
ACC-00500,CUST-0353,Checking,2019-11-18,35778.0,ACTIVE
ACC-00501,CUST-0354,Credit Card,2026-05-14,5979.0,ACTIVE
ACC-00502,CUST-0354,Credit Card,2019-11-22,21121.0,ACTIVE
ACC-00503,CUST-0355,Savings,2019-05-26,4092.0,ACTIVE
ACC-00504,CUST-0356,Credit Card,2023-01-11,8285.0,ACTIVE
ACC-00505,CUST-0357,Savings,2023-04-30,2246.0,ACTIVE
ACC-00506,CUST-0358,Credit Card,2023-07-09,4273.0,ACTIVE
ACC-00507,CUST-0359,Checking,2019-01-17,2307.0,ACTIVE
ACC-00508,CUST-0360,Checking,2018-11-19,5606.0,ACTIVE
ACC-00509,CUST-0361,Checking,2022-11-07,15277.0,ACTIVE
ACC-00510,CUST-0362,Credit Card,2022-01-19,92907.0,ACTIVE
ACC-00511,CUST-0363,Credit Card,2022-06-03,67498.0,ACTIVE
ACC-00512,CUST-0363,Checking,2019-11-17,815898.0,ACTIVE
ACC-00513,CUST-0364,Savings,2020-05-20,8865.0,ACTIVE
ACC-00514,CUST-0364,Checking,2023-05-11,72044.0,ACTIVE
ACC-00515,CUST-0365,Checking,2023-07-18,4202.0,ACTIVE
ACC-00516,CUST-0366,Savings,2026-04-26,172792.0,ACTIVE
ACC-00517,CUST-0367,Savings,2023-06-28,52255.0,ACTIVE
ACC-00518,CUST-0368,Credit Card,2019-12-12,2618926.0,ACTIVE
ACC-00519,CUST-0369,Savings,2022-05-24,850966.0,ACTIVE
ACC-00520,CUST-0370,Checking,2025-12-22,62877.0,ACTIVE
ACC-00521,CUST-0371,Checking,2022-06-09,9105.0,ACTIVE
ACC-00522,CUST-0372,Credit Card,2019-11-28,23115.0,ACTIVE
ACC-00523,CUST-0373,Savings,2024-10-25,10139.0,ACTIVE
ACC-00524,CUST-0373,Checking,2026-04-05,7535.0,ACTIVE
ACC-00525,CUST-0373,Savings,2019-08-16,83897.0,ACTIVE
ACC-00526,CUST-0374,Credit Card,2018-08-11,3686.0,ACTIVE
ACC-00527,CUST-0374,Credit Card,2021-02-03,2852.0,ACTIVE
ACC-00528,CUST-0375,Credit Card,2018-05-17,7291.0,ACTIVE
ACC-00529,CUST-0376,Savings,2019-05-02,9448.0,ACTIVE
ACC-00530,CUST-0377,Credit Card,2019-01-16,9060.0,ACTIVE
ACC-00531,CUST-0378,Credit Card,2025-02-17,2753.0,ACTIVE
ACC-00532,CUST-0379,Checking,2019-08-24,3458.0,ACTIVE
ACC-00533,CUST-0380,Credit Card,2019-09-16,66578.0,ACTIVE
ACC-00534,CUST-0381,Checking,2022-02-10,82279.0,ACTIVE
ACC-00535,CUST-0381,Checking,2019-08-28,4876.0,ACTIVE
ACC-00536,CUST-0382,Savings,2020-10-22,12759.0,ACTIVE
ACC-00537,CUST-0382,Checking,2020-07-10,6245.0,ACTIVE
ACC-00538,CUST-0383,Credit Card,2020-08-31,2180.0,ACTIVE
ACC-00539,CUST-0383,Savings,2019-03-13,921892.0,ACTIVE
ACC-00540,CUST-0384,Checking,2019-10-13,6452.0,ACTIVE
ACC-00541,CUST-0384,Checking,2023-03-09,253.0,ACTIVE
ACC-00542,CUST-0385,Credit Card,2023-05-18,9720.0,ACTIVE
ACC-00543,CUST-0386,Credit Card,2019-01-20,57475.0,ACTIVE
ACC-00544,CUST-0387,Savings,2022-01-07,1786.0,ACTIVE
ACC-00545,CUST-0387,Checking,2022-03-01,7380.0,ACTIVE
ACC-00546,CUST-0388,Savings,2022-04-27,739.0,ACTIVE
ACC-00547,CUST-0389,Checking,2020-07-24,43674.0,ACTIVE
ACC-00548,CUST-0390,Savings,2020-05-06,6248.0,ACTIVE
ACC-00549,CUST-0391,Checking,2022-03-20,2488.0,ACTIVE
ACC-00550,CUST-0391,Checking,2023-10-01,9654.0,ACTIVE
ACC-00551,CUST-0392,Checking,2021-12-19,9481.0,ACTIVE
ACC-00552,CUST-0392,Savings,2025-10-22,1051.0,ACTIVE
ACC-00553,CUST-0393,Credit Card,2025-07-25,5917.0,ACTIVE
ACC-00554,CUST-0394,Checking,2020-09-22,9477.0,ACTIVE
ACC-00555,CUST-0395,Checking,2026-03-24,12225.0,ACTIVE
ACC-00556,CUST-0395,Savings,2022-09-22,91165.0,ACTIVE
ACC-00557,CUST-0396,Credit Card,2020-07-17,56406.0,ACTIVE
ACC-00558,CUST-0397,Savings,2018-06-28,65681.0,ACTIVE
ACC-00559,CUST-0397,Savings,2021-09-22,50949.0,ACTIVE
ACC-00560,CUST-0397,Savings,2023-04-15,5688.0,ACTIVE
ACC-00561,CUST-0398,Savings,2025-09-18,7355.0,ACTIVE
ACC-00562,CUST-0399,Savings,2024-09-01,44337.0,ACTIVE
ACC-00563,CUST-0400,Savings,2025-09-18,7797.0,ACTIVE
ACC-00564,CUST-0401,Credit Card,2019-08-11,11966.0,ACTIVE
ACC-00565,CUST-0402,Savings,2026-07-10,2086.0,ACTIVE
ACC-00566,CUST-0402,Checking,2018-05-29,49560.0,DORMANT
ACC-00567,CUST-0402,Credit Card,2023-04-23,4020.0,ACTIVE
ACC-00568,CUST-0402,Savings,2026-03-01,6378.0,ACTIVE
ACC-00569,CUST-0403,Savings,2018-08-12,4446.0,ACTIVE
ACC-00570,CUST-0404,Credit Card,2018-07-02,41711.0,ACTIVE
ACC-00571,CUST-0405,Checking,2022-05-12,4215.0,ACTIVE
ACC-00572,CUST-0405,Checking,2023-11-13,3426.0,ACTIVE
ACC-00573,CUST-0406,Checking,2018-06-07,2695.0,ACTIVE
ACC-00574,CUST-0407,Savings,2024-09-08,3153.0,ACTIVE
ACC-00575,CUST-0408,Credit Card,2022-12-25,2848905.0,ACTIVE
ACC-00576,CUST-0408,Savings,2022-09-19,1471894.0,ACTIVE
ACC-00577,CUST-0409,Credit Card,2023-04-21,414.0,ACTIVE
ACC-00578,CUST-0410,Checking,2023-05-16,7558.0,ACTIVE
ACC-00579,CUST-0410,Savings,2018-08-06,2951730.0,ACTIVE
ACC-00580,CUST-0411,Savings,2022-02-17,45151.0,ACTIVE
ACC-00581,CUST-0412,Savings,2023-08-29,9293.0,ACTIVE
ACC-00582,CUST-0412,Checking,2018-08-22,4366967.0,ACTIVE
ACC-00583,CUST-0412,Savings,2019-12-27,12928.0,ACTIVE
ACC-00584,CUST-0413,Credit Card,2025-03-27,7911.0,ACTIVE
ACC-00585,CUST-0413,Checking,2020-04-29,9278.0,ACTIVE
ACC-00586,CUST-0414,Savings,2025-04-10,8937.0,ACTIVE
ACC-00587,CUST-0415,Credit Card,2019-07-16,1531.0,ACTIVE
ACC-00588,CUST-0416,Credit Card,2025-12-22,1909.0,ACTIVE
ACC-00589,CUST-0417,Savings,2023-02-05,1266903.0,ACTIVE
ACC-00590,CUST-0417,Savings,2021-01-17,3207.0,ACTIVE
ACC-00591,CUST-0417,Credit Card,2024-05-06,3590.0,ACTIVE
ACC-00592,CUST-0418,Credit Card,2025-08-28,1536.0,ACTIVE
ACC-00593,CUST-0419,Checking,2020-08-21,5774.0,ACTIVE
ACC-00594,CUST-0420,Checking,2023-05-21,6027.0,ACTIVE
ACC-00595,CUST-0421,Checking,2018-06-28,4949.0,ACTIVE
ACC-00596,CUST-0422,Credit Card,2021-03-26,61628.0,ACTIVE
ACC-00597,CUST-0423,Credit Card,2021-04-07,8130.0,ACTIVE
ACC-00598,CUST-0424,Checking,2018-12-04,87186.0,ACTIVE
ACC-00599,CUST-0424,Credit Card,2024-12-19,1514.0,ACTIVE
ACC-00600,CUST-0425,Credit Card,2019-11-04,8220.0,ACTIVE
ACC-00601,CUST-0426,Savings,2021-08-22,9387.0,ACTIVE
ACC-00602,CUST-0427,Credit Card,2019-04-30,7562.0,ACTIVE
ACC-00603,CUST-0427,Checking,2026-05-06,7015.0,ACTIVE
ACC-00604,CUST-0428,Checking,2022-03-18,4063.0,ACTIVE
ACC-00605,CUST-0428,Savings,2018-12-15,62929.0,ACTIVE
ACC-00606,CUST-0429,Checking,2024-07-22,69801.0,ACTIVE
ACC-00607,CUST-0429,Savings,2021-04-14,6150.0,ACTIVE
ACC-00608,CUST-0430,Savings,2021-09-08,3831301.0,ACTIVE
ACC-00609,CUST-0431,Credit Card,2024-12-07,3479.0,ACTIVE
ACC-00610,CUST-0431,Checking,2018-05-21,564.0,ACTIVE
ACC-00611,CUST-0432,Checking,2024-05-24,69905.0,ACTIVE
ACC-00612,CUST-0432,Savings,2026-04-17,7446.0,ACTIVE
ACC-00613,CUST-0433,Checking,2022-05-25,3391.0,ACTIVE
ACC-00614,CUST-0433,Checking,2018-11-24,1809.0,ACTIVE
ACC-00615,CUST-0434,Checking,2022-05-13,1911.0,ACTIVE
ACC-00616,CUST-0435,Savings,2019-12-26,71886.0,ACTIVE
ACC-00617,CUST-0435,Checking,2021-11-26,3094.0,ACTIVE
ACC-00618,CUST-0436,Credit Card,2019-07-26,3168474.0,ACTIVE
ACC-00619,CUST-0437,Checking,2019-09-28,3837.0,ACTIVE
ACC-00620,CUST-0438,Savings,2019-10-28,29524.0,ACTIVE
ACC-00621,CUST-0439,Savings,2019-03-23,42977.0,ACTIVE
ACC-00622,CUST-0440,Savings,2024-03-05,3848.0,ACTIVE
ACC-00623,CUST-0441,Checking,2023-12-01,58981.0,ACTIVE
ACC-00624,CUST-0441,Savings,2020-03-24,1059.0,ACTIVE
ACC-00625,CUST-0442,Checking,2024-02-26,8720.0,ACTIVE
ACC-00626,CUST-0442,Credit Card,2021-05-20,19367.0,ACTIVE
ACC-00627,CUST-0443,Savings,2019-11-28,5198.0,ACTIVE
ACC-00628,CUST-0444,Savings,2018-10-14,43107.0,ACTIVE
ACC-00629,CUST-0445,Checking,2021-11-19,3302.0,ACTIVE
ACC-00630,CUST-0446,Savings,2019-06-02,8066.0,ACTIVE
ACC-00631,CUST-0447,Savings,2020-08-12,29069.0,DORMANT
ACC-00632,CUST-0447,Credit Card,2025-02-02,83809.0,DORMANT
ACC-00633,CUST-0447,Savings,2025-03-16,6656.0,ACTIVE
ACC-00634,CUST-0447,Credit Card,2026-07-15,5438.0,ACTIVE
ACC-00635,CUST-0448,Credit Card,2025-01-24,9346.0,ACTIVE
ACC-00636,CUST-0448,Checking,2019-04-28,5928.0,ACTIVE
ACC-00637,CUST-0449,Checking,2019-10-05,35891.0,ACTIVE
ACC-00638,CUST-0449,Checking,2021-05-22,5485.0,ACTIVE
ACC-00639,CUST-0450,Credit Card,2023-05-27,16625.0,ACTIVE
ACC-00640,CUST-0451,Checking,2019-05-12,53284.0,ACTIVE
ACC-00641,CUST-0452,Checking,2024-02-18,1200.0,ACTIVE
ACC-00642,CUST-0453,Credit Card,2024-12-03,4860.0,ACTIVE
ACC-00643,CUST-0453,Savings,2021-09-28,24057.0,DORMANT
ACC-00644,CUST-0454,Savings,2021-06-26,1738.0,ACTIVE
ACC-00645,CUST-0455,Savings,2018-11-27,1509.0,ACTIVE
ACC-00646,CUST-0456,Savings,2024-01-18,9921.0,DORMANT
ACC-00647,CUST-0456,Credit Card,2026-07-01,4406.0,ACTIVE
ACC-00648,CUST-0456,Checking,2024-06-01,89520.0,ACTIVE
ACC-00649,CUST-0457,Credit Card,2025-04-18,6726.0,ACTIVE
ACC-00650,CUST-0458,Checking,2023-04-12,4790.0,ACTIVE
ACC-00651,CUST-0459,Checking,2022-12-16,2633.0,ACTIVE
ACC-00652,CUST-0460,Savings,2024-12-03,4089.0,ACTIVE
ACC-00653,CUST-0461,Credit Card,2019-07-05,8072.0,ACTIVE
ACC-00654,CUST-0461,Checking,2026-07-21,2232.0,ACTIVE
ACC-00655,CUST-0461,Checking,2023-12-26,9371.0,ACTIVE
ACC-00656,CUST-0462,Savings,2019-09-30,74183.0,ACTIVE
ACC-00657,CUST-0463,Checking,2021-06-05,3657.0,ACTIVE
ACC-00658,CUST-0463,Savings,2024-08-29,9304.0,ACTIVE
ACC-00659,CUST-0464,Checking,2022-05-15,21542.0,ACTIVE
ACC-00660,CUST-0465,Credit Card,2025-10-07,70651.0,ACTIVE
ACC-00661,CUST-0466,Savings,2019-04-12,32196.0,ACTIVE
ACC-00662,CUST-0467,Savings,2018-10-09,68664.0,DORMANT
ACC-00663,CUST-0467,Savings,2026-07-11,19508.0,DORMANT
ACC-00664,CUST-0467,Savings,2021-05-08,91524.0,ACTIVE
ACC-00665,CUST-0468,Savings,2023-06-29,55592.0,ACTIVE
ACC-00666,CUST-0469,Checking,2020-06-12,6741.0,ACTIVE
ACC-00667,CUST-0470,Credit Card,2022-03-18,2448679.0,ACTIVE
ACC-00668,CUST-0471,Credit Card,2022-05-30,26233.0,ACTIVE
ACC-00669,CUST-0472,Checking,2021-10-24,1551.0,ACTIVE
ACC-00670,CUST-0473,Savings,2026-06-21,8172.0,ACTIVE
ACC-00671,CUST-0474,Savings,2022-01-04,1683.0,ACTIVE
ACC-00672,CUST-0475,Savings,2021-11-12,49443.0,ACTIVE
ACC-00673,CUST-0476,Checking,2024-05-31,6845.0,ACTIVE
ACC-00674,CUST-0477,Credit Card,2022-09-29,8413.0,ACTIVE
ACC-00675,CUST-0477,Checking,2020-11-18,6939.0,ACTIVE
ACC-00676,CUST-0478,Checking,2020-11-03,1142.0,ACTIVE
ACC-00677,CUST-0478,Savings,2026-05-05,6325.0,ACTIVE
ACC-00678,CUST-0478,Credit Card,2026-07-07,93341.0,ACTIVE
ACC-00679,CUST-0479,Savings,2026-07-16,89191.0,ACTIVE
ACC-00680,CUST-0479,Checking,2021-01-23,6226.0,ACTIVE
ACC-00681,CUST-0479,Checking,2019-09-26,88724.0,ACTIVE
ACC-00682,CUST-0479,Credit Card,2026-06-30,5378.0,ACTIVE
ACC-00683,CUST-0480,Savings,2020-02-24,2675.0,ACTIVE
ACC-00684,CUST-0481,Checking,2025-02-09,9737.0,ACTIVE
ACC-00685,CUST-0481,Credit Card,2020-03-23,6527.0,ACTIVE
ACC-00686,CUST-0482,Savings,2020-03-06,9387.0,ACTIVE
ACC-00687,CUST-0483,Checking,2021-04-23,6589.0,ACTIVE
ACC-00688,CUST-0484,Checking,2021-10-17,1132.0,ACTIVE
ACC-00689,CUST-0484,Credit Card,2019-08-29,752.0,ACTIVE
ACC-00690,CUST-0485,Savings,2023-01-19,8393.0,ACTIVE
ACC-00691,CUST-0486,Credit Card,2025-10-05,6678.0,ACTIVE
ACC-00692,CUST-0487,Credit Card,2018-07-05,7211.0,ACTIVE
ACC-00693,CUST-0488,Checking,2020-10-28,4136.0,ACTIVE
ACC-00694,CUST-0489,Credit Card,2023-03-16,8714.0,ACTIVE
ACC-00695,CUST-0489,Checking,2019-11-18,349.0,ACTIVE
ACC-00696,CUST-0490,Checking,2026-02-24,168.0,ACTIVE
ACC-00697,CUST-0490,Checking,2025-09-19,76404.0,ACTIVE
ACC-00698,CUST-0491,Credit Card,2020-06-30,4394.0,ACTIVE
ACC-00699,CUST-0491,Checking,2022-02-05,3305.0,ACTIVE
ACC-00700,CUST-0491,Savings,2020-10-16,4379.0,ACTIVE
ACC-00701,CUST-0492,Savings,2021-03-17,1899746.0,ACTIVE
ACC-00702,CUST-0493,Credit Card,2024-05-02,7102.0,ACTIVE
ACC-00703,CUST-0493,Savings,2024-07-22,1820.0,ACTIVE
ACC-00704,CUST-0494,Credit Card,2024-03-19,27100.0,ACTIVE
ACC-00705,CUST-0495,Savings,2026-03-13,4653.0,ACTIVE
ACC-00706,CUST-0495,Credit Card,2026-01-04,7387.0,ACTIVE
ACC-00707,CUST-0496,Savings,2025-12-09,67345.0,ACTIVE
ACC-00708,CUST-0496,Checking,2026-07-06,5728.0,ACTIVE
ACC-00709,CUST-0496,Credit Card,2026-07-19,9945.0,ACTIVE
ACC-00710,CUST-0497,Savings,2019-02-23,1080973.0,ACTIVE
ACC-00711,CUST-0498,Savings,2023-07-24,15174.0,ACTIVE
ACC-00712,CUST-0498,Credit Card,2019-07-06,89281.0,ACTIVE
ACC-00713,CUST-0499,Savings,2019-10-11,1722129.0,ACTIVE
ACC-00714,CUST-0500,Savings,2023-10-20,8754.0,ACTIVE
ACC-00715,CUST-0500,Savings,2024-04-08,928.0,ACTIVE
ACC-00716,CUST-0107,Checking,2019-01-11,42702.0,ACTIVE
ACC-00717,CUST-0092,Credit Card,2026-04-10,4315.0,ACTIVE
ACC-00718,CUST-0230,Checking,2019-09-11,32555.0,ACTIVE
ACC-00719,CUST-0432,Credit Card,2020-02-14,37452.0,ACTIVE
ACC-00720,CUST-0285,Savings,2020-05-05,19545.0,ACTIVE
ACC-00721,CUST-0102,Savings,2019-06-07,20181.0,ACTIVE
ACC-00722,CUST-0060,Credit Card,2023-05-27,42361.0,ACTIVE
ACC-00723,CUST-0151,Checking,2023-05-23,17049.0,ACTIVE
ACC-00724,CUST-0030,Checking,2023-01-21,589.0,ACTIVE
ACC-00725,CUST-0231,Checking,2020-12-05,47606.0,ACTIVE
ACC-00726,CUST-0169,Credit Card,2022-06-02,22997.0,ACTIVE
ACC-00727,CUST-0306,Checking,2022-12-19,16047.0,ACTIVE
ACC-00728,CUST-0348,Checking,2024-10-15,49996.0,ACTIVE
ACC-00729,CUST-0270,Checking,2023-04-03,45787.0,ACTIVE
ACC-00730,CUST-0402,Checking,2022-02-11,40617.0,ACTIVE
ACC-00731,CUST-0372,Savings,2022-11-01,34033.0,ACTIVE
ACC-00732,CUST-0450,Checking,2021-11-13,40531.0,ACTIVE
ACC-00733,CUST-0080,Savings,2018-10-13,3206.0,ACTIVE
ACC-00734,CUST-0159,Savings,2020-09-04,20310.0,ACTIVE
ACC-00735,CUST-0105,Credit Card,2019-08-15,38834.0,ACTIVE
ACC-00736,CUST-0018,Checking,2021-03-20,5156.0,ACTIVE
ACC-00737,CUST-0243,Checking,2025-12-30,48683.0,ACTIVE
ACC-00738,CUST-0181,Savings,2020-04-30,26966.0,ACTIVE
ACC-00739,CUST-0130,Savings,2020-11-08,40121.0,ACTIVE
ACC-00740,CUST-0365,Checking,2020-12-04,5035.0,ACTIVE
ACC-00741,CUST-0089,Savings,2024-03-11,32579.0,ACTIVE
ACC-00742,CUST-0141,Savings,2022-06-11,6856.0,ACTIVE
