customer_id,full_name,risk_score,risk_level,rules_triggered_count,rules_triggered_ids
CUST-0168,James Scott,76.05,CRITICAL,5,R06_HIGH_RISK_MERCHANT;R15_VPN_LOGIN;R21_LARGE_BALANCE_CHANGE;R22_OUTSIDE_CUSTOMER_PATTERN;R26_COUNTRY_RISK
CUST-0426,Brent Ballard,75.21,CRITICAL,5,R06_HIGH_RISK_MERCHANT;R15_VPN_LOGIN;R22_OUTSIDE_CUSTOMER_PATTERN;R26_COUNTRY_RISK;R27_LOCATION_MISMATCH
CUST-0222,Michelle Davis,75.13,CRITICAL,5,R06_HIGH_RISK_MERCHANT;R15_VPN_LOGIN;R18_HIGH_TRANSACTION_FREQUENCY;R21_LARGE_BALANCE_CHANGE;R22_OUTSIDE_CUSTOMER_PATTERN
CUST-0161,Kelsey Ramirez,73.93,CRITICAL,5,R06_HIGH_RISK_MERCHANT;R15_VPN_LOGIN;R18_HIGH_TRANSACTION_FREQUENCY;R22_OUTSIDE_CUSTOMER_PATTERN;R26_COUNTRY_RISK
CUST-0441,Kevin Williams,73.53,CRITICAL,5,R06_HIGH_RISK_MERCHANT;R15_VPN_LOGIN;R18_HIGH_TRANSACTION_FREQUENCY;R22_OUTSIDE_CUSTOMER_PATTERN;R26_COUNTRY_RISK
CUST-0116,Jennifer Lee,73.03,CRITICAL,4,R06_HIGH_RISK_MERCHANT;R21_LARGE_BALANCE_CHANGE;R22_OUTSIDE_CUSTOMER_PATTERN;R25_EXTERNAL_FRAUD_ALERT
CUST-0099,Rachel Harris,70.0,HIGH,3,R06_HIGH_RISK_MERCHANT;R08_AML_WATCHLIST;R15_VPN_LOGIN
CUST-0469,Joshua Garcia,70.0,HIGH,4,R06_HIGH_RISK_MERCHANT;R22_OUTSIDE_CUSTOMER_PATTERN;R25_EXTERNAL_FRAUD_ALERT;R26_COUNTRY_RISK
CUST-0500,Richard Robinson,70.0,HIGH,4,R06_HIGH_RISK_MERCHANT;R21_LARGE_BALANCE_CHANGE;R22_OUTSIDE_CUSTOMER_PATTERN;R26_COUNTRY_RISK
CUST-0474,Ricky Allen,70.0,HIGH,4,R06_HIGH_RISK_MERCHANT;R22_OUTSIDE_CUSTOMER_PATTERN;R26_COUNTRY_RISK;R27_LOCATION_MISMATCH
CUST-0375,Teresa Newman,70.0,HIGH,4,R06_HIGH_RISK_MERCHANT;R18_HIGH_TRANSACTION_FREQUENCY;R22_OUTSIDE_CUSTOMER_PATTERN;R27_LOCATION_MISMATCH
CUST-0465,David Baker,65.0,HIGH,4,R06_HIGH_RISK_MERCHANT;R15_VPN_LOGIN;R22_OUTSIDE_CUSTOMER_PATTERN;R27_LOCATION_MISMATCH
CUST-0060,Nancy Marshall,65.0,HIGH,4,R06_HIGH_RISK_MERCHANT;R18_HIGH_TRANSACTION_FREQUENCY;R22_OUTSIDE_CUSTOMER_PATTERN;R26_COUNTRY_RISK
CUST-0373,Elizabeth Jackson,65.0,HIGH,4,R06_HIGH_RISK_MERCHANT;R18_HIGH_TRANSACTION_FREQUENCY;R22_OUTSIDE_CUSTOMER_PATTERN;R26_COUNTRY_RISK
CUST-0417,Jennifer Houston,65.0,HIGH,4,R06_HIGH_RISK_MERCHANT;R15_VPN_LOGIN;R22_OUTSIDE_CUSTOMER_PATTERN;R25_EXTERNAL_FRAUD_ALERT
CUST-0318,Andrew Frank,65.0,HIGH,4,R06_HIGH_RISK_MERCHANT;R15_VPN_LOGIN;R22_OUTSIDE_CUSTOMER_PATTERN;R25_EXTERNAL_FRAUD_ALERT
CUST-0324,Terry Henderson,65.0,HIGH,4,R06_HIGH_RISK_MERCHANT;R18_HIGH_TRANSACTION_FREQUENCY;R22_OUTSIDE_CUSTOMER_PATTERN;R26_COUNTRY_RISK
CUST-0265,Brittany Rice,65.0,HIGH,4,R06_HIGH_RISK_MERCHANT;R18_HIGH_TRANSACTION_FREQUENCY;R22_OUTSIDE_CUSTOMER_PATTERN;R26_COUNTRY_RISK
CUST-0134,Ronald Weber,65.0,HIGH,4,R06_HIGH_RISK_MERCHANT;R15_VPN_LOGIN;R22_OUTSIDE_CUSTOMER_PATTERN;R27_LOCATION_MISMATCH
CUST-0065,Miguel Garcia,60.0,HIGH,2,R06_HIGH_RISK_MERCHANT;R08_AML_WATCHLIST
CUST-0372,Susan Simpson MD,60.0,HIGH,4,R06_HIGH_RISK_MERCHANT;R15_VPN_LOGIN;R18_HIGH_TRANSACTION_FREQUENCY;R22_OUTSIDE_CUSTOMER_PATTERN
CUST-0186,Karen Brown,60.0,HIGH,4,R06_HIGH_RISK_MERCHANT;R15_VPN_LOGIN;R18_HIGH_TRANSACTION_FREQUENCY;R22_OUTSIDE_CUSTOMER_PATTERN
CUST-0138,Jaime Hunter,60.0,HIGH,3,R06_HIGH_RISK_MERCHANT;R09_PEP_CUSTOMER;R22_OUTSIDE_CUSTOMER_PATTERN
CUST-0118,Andrew Parker,60.0,HIGH,4,R06_HIGH_RISK_MERCHANT;R15_VPN_LOGIN;R22_OUTSIDE_CUSTOMER_PATTERN;R26_COUNTRY_RISK
CUST-0274,Robert Espinoza,60.0,HIGH,4,R06_HIGH_RISK_MERCHANT;R15_VPN_LOGIN;R22_OUTSIDE_CUSTOMER_PATTERN;R26_COUNTRY_RISK
CUST-0300,Robert Mcdonald,60.0,HIGH,4,R06_HIGH_RISK_MERCHANT;R15_VPN_LOGIN;R18_HIGH_TRANSACTION_FREQUENCY;R22_OUTSIDE_CUSTOMER_PATTERN
CUST-0258,Jade Salazar,60.0,HIGH,2,R06_HIGH_RISK_MERCHANT;R08_AML_WATCHLIST
CUST-0010,Megan Davis,60.0,HIGH,4,R06_HIGH_RISK_MERCHANT;R15_VPN_LOGIN;R18_HIGH_TRANSACTION_FREQUENCY;R22_OUTSIDE_CUSTOMER_PATTERN
CUST-0267,Jason Sanchez,60.0,HIGH,4,R06_HIGH_RISK_MERCHANT;R15_VPN_LOGIN;R18_HIGH_TRANSACTION_FREQUENCY;R22_OUTSIDE_CUSTOMER_PATTERN
CUST-0384,Cathy Brown,55.0,HIGH,3,R06_HIGH_RISK_MERCHANT;R21_LARGE_BALANCE_CHANGE;R22_OUTSIDE_CUSTOMER_PATTERN
CUST-0053,Marcus Burke,55.0,HIGH,3,R06_HIGH_RISK_MERCHANT;R22_OUTSIDE_CUSTOMER_PATTERN;R27_LOCATION_MISMATCH
CUST-0056,Kevin Baird,55.0,HIGH,3,R06_HIGH_RISK_MERCHANT;R21_LARGE_BALANCE_CHANGE;R22_OUTSIDE_CUSTOMER_PATTERN
CUST-0063,Stephen Anderson,55.0,HIGH,3,R06_HIGH_RISK_MERCHANT;R22_OUTSIDE_CUSTOMER_PATTERN;R27_LOCATION_MISMATCH
CUST-0411,Aaron Morris,50.0,HIGH,3,R06_HIGH_RISK_MERCHANT;R22_OUTSIDE_CUSTOMER_PATTERN;R26_COUNTRY_RISK
CUST-0381,Julia Gould,50.0,HIGH,3,R06_HIGH_RISK_MERCHANT;R22_OUTSIDE_CUSTOMER_PATTERN;R26_COUNTRY_RISK
CUST-0407,Kevin Gonzalez,50.0,HIGH,3,R06_HIGH_RISK_MERCHANT;R22_OUTSIDE_CUSTOMER_PATTERN;R26_COUNTRY_RISK
CUST-0470,William Turner,50.0,HIGH,3,R06_HIGH_RISK_MERCHANT;R22_OUTSIDE_CUSTOMER_PATTERN;R26_COUNTRY_RISK
CUST-0024,Rachel Gonzalez,50.0,HIGH,3,R06_HIGH_RISK_MERCHANT;R18_HIGH_TRANSACTION_FREQUENCY;R22_OUTSIDE_CUSTOMER_PATTERN
CUST-0450,Megan Mata,50.0,HIGH,3,R06_HIGH_RISK_MERCHANT;R22_OUTSIDE_CUSTOMER_PATTERN;R26_COUNTRY_RISK
CUST-0495,Andrea Davis,50.0,HIGH,3,R06_HIGH_RISK_MERCHANT;R22_OUTSIDE_CUSTOMER_PATTERN;R26_COUNTRY_RISK
CUST-0346,Michael Robinson,50.0,HIGH,3,R06_HIGH_RISK_MERCHANT;R22_OUTSIDE_CUSTOMER_PATTERN;R26_COUNTRY_RISK
CUST-0140,Stephanie Bird,50.0,HIGH,3,R06_HIGH_RISK_MERCHANT;R22_OUTSIDE_CUSTOMER_PATTERN;R26_COUNTRY_RISK
CUST-0175,Kenneth Johnson,50.0,HIGH,3,R06_HIGH_RISK_MERCHANT;R22_OUTSIDE_CUSTOMER_PATTERN;R26_COUNTRY_RISK
CUST-0255,Kellie Douglas,50.0,HIGH,3,R06_HIGH_RISK_MERCHANT;R22_OUTSIDE_CUSTOMER_PATTERN;R26_COUNTRY_RISK
CUST-0017,Betty Farley,50.0,HIGH,3,R06_HIGH_RISK_MERCHANT;R22_OUTSIDE_CUSTOMER_PATTERN;R26_COUNTRY_RISK
CUST-0178,Lisa Greer,50.0,HIGH,3,R06_HIGH_RISK_MERCHANT;R18_HIGH_TRANSACTION_FREQUENCY;R22_OUTSIDE_CUSTOMER_PATTERN
CUST-0166,Michael Huber,50.0,HIGH,3,R06_HIGH_RISK_MERCHANT;R22_OUTSIDE_CUSTOMER_PATTERN;R26_COUNTRY_RISK
CUST-0326,Daniel Newman,50.0,HIGH,3,R06_HIGH_RISK_MERCHANT;R18_HIGH_TRANSACTION_FREQUENCY;R22_OUTSIDE_CUSTOMER_PATTERN
CUST-0071,Jeffrey Shaw,50.0,HIGH,3,R06_HIGH_RISK_MERCHANT;R18_HIGH_TRANSACTION_FREQUENCY;R22_OUTSIDE_CUSTOMER_PATTERN
CUST-0410,Tamara Casey,50.0,HIGH,3,R06_HIGH_RISK_MERCHANT;R18_HIGH_TRANSACTION_FREQUENCY;R22_OUTSIDE_CUSTOMER_PATTERN
CUST-0446,Laurie Caldwell,50.0,HIGH,2,R08_AML_WATCHLIST;R15_VPN_LOGIN
CUST-0443,Michelle Hale,45.0,HIGH,3,R06_HIGH_RISK_MERCHANT;R15_VPN_LOGIN;R22_OUTSIDE_CUSTOMER_PATTERN
CUST-0188,Lisa Fischer,45.0,HIGH,3,R06_HIGH_RISK_MERCHANT;R15_VPN_LOGIN;R18_HIGH_TRANSACTION_FREQUENCY
CUST-0445,Jose Ruiz,45.0,HIGH,3,R06_HIGH_RISK_MERCHANT;R15_VPN_LOGIN;R22_OUTSIDE_CUSTOMER_PATTERN
CUST-0449,Laurie Mccall,45.0,HIGH,3,R06_HIGH_RISK_MERCHANT;R15_VPN_LOGIN;R22_OUTSIDE_CUSTOMER_PATTERN
CUST-0006,Christopher Dorsey,45.0,HIGH,2,R06_HIGH_RISK_MERCHANT;R09_PEP_CUSTOMER
CUST-0231,Shelby Nichols,45.0,HIGH,3,R06_HIGH_RISK_MERCHANT;R15_VPN_LOGIN;R22_OUTSIDE_CUSTOMER_PATTERN
CUST-0201,Jennifer Fuller,45.0,HIGH,3,R06_HIGH_RISK_MERCHANT;R15_VPN_LOGIN;R18_HIGH_TRANSACTION_FREQUENCY
CUST-0263,Thomas Nichols,45.0,HIGH,3,R06_HIGH_RISK_MERCHANT;R15_VPN_LOGIN;R18_HIGH_TRANSACTION_FREQUENCY
CUST-0268,Jonathan Williams,45.0,HIGH,3,R06_HIGH_RISK_MERCHANT;R15_VPN_LOGIN;R22_OUTSIDE_CUSTOMER_PATTERN
CUST-0285,Sean Roberts,45.0,HIGH,2,R06_HIGH_RISK_MERCHANT;R09_PEP_CUSTOMER
CUST-0130,Stacey Hall,45.0,HIGH,3,R06_HIGH_RISK_MERCHANT;R15_VPN_LOGIN;R18_HIGH_TRANSACTION_FREQUENCY
CUST-0350,Johnny Cooper,45.0,HIGH,3,R06_HIGH_RISK_MERCHANT;R15_VPN_LOGIN;R18_HIGH_TRANSACTION_FREQUENCY
CUST-0293,Molly Dalton,40.0,MEDIUM,3,R06_HIGH_RISK_MERCHANT;R12_NEW_DEVICE_LOGIN;R15_VPN_LOGIN
CUST-0181,Rebecca Kennedy,35.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R18_HIGH_TRANSACTION_FREQUENCY
CUST-0200,David Robinson,35.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R18_HIGH_TRANSACTION_FREQUENCY
CUST-0492,Alicia Hoffman,35.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R18_HIGH_TRANSACTION_FREQUENCY
CUST-0236,Allen Stephens II,35.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R18_HIGH_TRANSACTION_FREQUENCY
CUST-0237,Heather Gray,35.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R22_OUTSIDE_CUSTOMER_PATTERN
CUST-0007,Alison Hernandez,35.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R18_HIGH_TRANSACTION_FREQUENCY
CUST-0485,Frederick Mejia,35.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R18_HIGH_TRANSACTION_FREQUENCY
CUST-0464,Allison Wolfe DDS,35.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R18_HIGH_TRANSACTION_FREQUENCY
CUST-0042,Vincent Baker,35.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R22_OUTSIDE_CUSTOMER_PATTERN
CUST-0376,Danielle Rivera,35.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R22_OUTSIDE_CUSTOMER_PATTERN
CUST-0452,Chelsea Cross,35.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R18_HIGH_TRANSACTION_FREQUENCY
CUST-0481,Deanna Evans,35.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R18_HIGH_TRANSACTION_FREQUENCY
CUST-0471,Denise Cooper,35.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R18_HIGH_TRANSACTION_FREQUENCY
CUST-0033,Andrew Stanley,35.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R26_COUNTRY_RISK
CUST-0032,Andrew Robinson,35.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R18_HIGH_TRANSACTION_FREQUENCY
CUST-0396,Laura Summers DVM,35.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R18_HIGH_TRANSACTION_FREQUENCY
CUST-0415,Jennifer Parks,35.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R18_HIGH_TRANSACTION_FREQUENCY
CUST-0165,Jessica Cunningham,35.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R18_HIGH_TRANSACTION_FREQUENCY
CUST-0271,Jennifer Dickerson,35.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R18_HIGH_TRANSACTION_FREQUENCY
CUST-0180,Marc Huff,35.0,MEDIUM,2,R09_PEP_CUSTOMER;R15_VPN_LOGIN
CUST-0208,Jason Howard,35.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R18_HIGH_TRANSACTION_FREQUENCY
CUST-0249,Crystal Thomas,35.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R18_HIGH_TRANSACTION_FREQUENCY
CUST-0484,Annette Martinez,35.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R18_HIGH_TRANSACTION_FREQUENCY
CUST-0241,Kenneth Patrick,35.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R22_OUTSIDE_CUSTOMER_PATTERN
CUST-0157,Stephanie Anderson,35.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R18_HIGH_TRANSACTION_FREQUENCY
CUST-0306,Katelyn Garcia,35.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R22_OUTSIDE_CUSTOMER_PATTERN
CUST-0349,James Castillo,35.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R18_HIGH_TRANSACTION_FREQUENCY
CUST-0337,Jennifer Swanson,35.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R18_HIGH_TRANSACTION_FREQUENCY
CUST-0428,William Anderson,35.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R18_HIGH_TRANSACTION_FREQUENCY
CUST-0079,Taylor Simon,35.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R18_HIGH_TRANSACTION_FREQUENCY
CUST-0432,Adam Valenzuela,35.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R22_OUTSIDE_CUSTOMER_PATTERN
CUST-0392,Aaron Potter,35.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R18_HIGH_TRANSACTION_FREQUENCY
CUST-0380,Joseph Anderson,35.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R22_OUTSIDE_CUSTOMER_PATTERN
CUST-0068,Thomas Baker,35.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R22_OUTSIDE_CUSTOMER_PATTERN
CUST-0050,Michael Davies,35.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R18_HIGH_TRANSACTION_FREQUENCY
CUST-0439,Daryl Mcgrath,35.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R22_OUTSIDE_CUSTOMER_PATTERN
CUST-0435,Phillip Wang,35.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R26_COUNTRY_RISK
CUST-0433,Sara Lee,35.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R18_HIGH_TRANSACTION_FREQUENCY
CUST-0085,Autumn Leblanc,35.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R18_HIGH_TRANSACTION_FREQUENCY
CUST-0282,Kevin Gill,35.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R22_OUTSIDE_CUSTOMER_PATTERN
CUST-0348,Jamie Larson,35.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R18_HIGH_TRANSACTION_FREQUENCY
CUST-0115,Kelly Diaz,35.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R18_HIGH_TRANSACTION_FREQUENCY
CUST-0156,Morgan Obrien,35.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R18_HIGH_TRANSACTION_FREQUENCY
CUST-0127,Dillon Ray,35.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R18_HIGH_TRANSACTION_FREQUENCY
CUST-0340,Mitchell Adkins,35.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R18_HIGH_TRANSACTION_FREQUENCY
CUST-0341,Robert Wade,35.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R18_HIGH_TRANSACTION_FREQUENCY
CUST-0347,Jeffrey Rice,35.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R18_HIGH_TRANSACTION_FREQUENCY
CUST-0248,Aaron Roberts,35.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R22_OUTSIDE_CUSTOMER_PATTERN
CUST-0110,Dawn Miller,30.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R15_VPN_LOGIN
CUST-0388,Ryan Ortega,30.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R15_VPN_LOGIN
CUST-0390,Miss Michelle Carpenter,30.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R15_VPN_LOGIN
CUST-0403,Lisa Serrano,30.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R15_VPN_LOGIN
CUST-0113,Crystal Ross,30.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R12_NEW_DEVICE_LOGIN
CUST-0427,Jason Garcia,30.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R15_VPN_LOGIN
CUST-0034,Darryl Parks,30.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R15_VPN_LOGIN
CUST-0462,Lisa Frazier,30.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R15_VPN_LOGIN
CUST-0019,Nathan Morales,30.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R15_VPN_LOGIN
CUST-0466,Anthony Thomas,30.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R12_NEW_DEVICE_LOGIN
CUST-0480,Dustin Preston,30.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R15_VPN_LOGIN
CUST-0040,Dominique Meyers,30.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R15_VPN_LOGIN
CUST-0090,Deborah Gonzalez,30.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R15_VPN_LOGIN
CUST-0083,Ricky Evans,30.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R12_NEW_DEVICE_LOGIN
CUST-0399,Carly Mcdonald,30.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R15_VPN_LOGIN
CUST-0409,Lauren Cole,30.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R15_VPN_LOGIN
CUST-0408,Kelly Garza,30.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R15_VPN_LOGIN
CUST-0436,Carol Ray,30.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R15_VPN_LOGIN
CUST-0438,Ryan Hines,30.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R15_VPN_LOGIN
CUST-0058,Bryan Taylor,30.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R15_VPN_LOGIN
CUST-0437,Christina Keller,30.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R15_VPN_LOGIN
CUST-0129,Michael Stevens,30.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R15_VPN_LOGIN
CUST-0359,Tammy Walton,30.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R12_NEW_DEVICE_LOGIN
CUST-0280,Brandon Jackson,30.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R15_VPN_LOGIN
CUST-0298,April Marsh,30.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R15_VPN_LOGIN
CUST-0292,Nancy Jones,30.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R15_VPN_LOGIN
CUST-0283,Stephen Floyd,30.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R12_NEW_DEVICE_LOGIN
CUST-0320,Mary Davis,30.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R15_VPN_LOGIN
CUST-0328,Tiffany Carter,30.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R15_VPN_LOGIN
CUST-0152,Jacqueline Oconnor,30.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R12_NEW_DEVICE_LOGIN
CUST-0150,Alicia Ibarra,30.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R15_VPN_LOGIN
CUST-0352,Christie Hernandez,30.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R15_VPN_LOGIN
CUST-0120,Barbara Daniels,30.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R15_VPN_LOGIN
CUST-0125,Lance Franco,30.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R15_VPN_LOGIN
CUST-0101,Logan Robinson,30.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R15_VPN_LOGIN
CUST-0361,Brittany Barr,30.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R15_VPN_LOGIN
CUST-0345,John Washington,30.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R15_VPN_LOGIN
CUST-0139,Richard Edwards,30.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R15_VPN_LOGIN
CUST-0133,Kathryn White,30.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R15_VPN_LOGIN
CUST-0356,Tyler Cabrera,30.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R15_VPN_LOGIN
CUST-0194,Patricia Moore,30.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R15_VPN_LOGIN
CUST-0252,Daniel Campbell,30.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R15_VPN_LOGIN
CUST-0189,Brenda Zavala,30.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R15_VPN_LOGIN
CUST-0270,Sabrina Snyder,30.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R15_VPN_LOGIN
CUST-0172,Elizabeth Brandt,30.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R15_VPN_LOGIN
CUST-0266,Tammy Brown,30.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R15_VPN_LOGIN
CUST-0243,Ian Smith,30.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R15_VPN_LOGIN
CUST-0211,Jennifer Odonnell,30.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R15_VPN_LOGIN
CUST-0212,Kelsey Frank,30.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R12_NEW_DEVICE_LOGIN
CUST-0230,Patricia Martin MD,30.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R15_VPN_LOGIN
CUST-0235,Tanya Wagner,30.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R15_VPN_LOGIN
CUST-0489,Felicia Wilson MD,30.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R15_VPN_LOGIN
CUST-0491,Michele White,30.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R15_VPN_LOGIN
CUST-0493,Alexis Gay,30.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R15_VPN_LOGIN
CUST-0482,Courtney Johnson,30.0,MEDIUM,2,R06_HIGH_RISK_MERCHANT;R15_VPN_LOGIN
CUST-0210,Jillian Matthews,25.0,MEDIUM,1,R09_PEP_CUSTOMER
CUST-0001,Tonya Rose,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0498,Amy Ortiz,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0477,Kevin Fleming,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0018,Jake Schultz,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0499,Mrs. Jennifer Grant,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0459,Angela Lewis,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0457,Monica Gardner,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0455,Christian Watts,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0044,Luke Novak,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0043,Brenda Stuart,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0041,William Hernandez,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0245,Mary Mann,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0460,Monica Brown,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0233,Kenneth Williams,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0229,Jose Barnes,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0227,Ruth Shaffer,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0225,Jerry Walker,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0223,Nancy Thompson,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0221,Kurt Kelly,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0219,Jason Ashley,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0217,Troy Keller,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0206,Danielle Huang,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0205,Samantha Smith,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0204,Carlos Soto,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0203,Miss Ashley Hicks MD,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0197,Stephanie Bryan,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
